IDNUMERO_ DE REPORTE,ÁREA ,TURNO,LÍNEA ,EQUIPO,CÓDIGO_SUBSISTEMA,SUPERVISOR,ESTATUS,REPORTA,TIPO DE FALLA,FECHA DE INICIO,HORA DE INICIO,FECHA DE CIERRE,HORA DE CIERRE,TIEMPO DE PROCURA,DOWNTIME
f0d36909,ASÉPTICO,TURNO 3,LINEA 2,A3CFLEX,,EUSTORGIO,FINALIZADO,SUPERVISOR,"El AT no realiza el empalme de forma automática, se realiza de modo manual",16/04/2026,22:40:00,16/04/2026,22:53:00,,0:13:00
cc41a315,ASÉPTICO,TURNO 3,LINEA 2,TAVIL,,EUSTORGIO,FINALIZADO,SUPERVISOR,"Paleta dañada se queda atorada en el carro de palets llenos, se saca de manera manual",17/04/2026,2:29:00,17/04/2026,2:29:00,,0:00:00
332252f8,ASÉPTICO,TURNO 3,LINEA 2,A3CFLEX,,EUSTORGIO,FINALIZADO,SUPERVISOR,Se resetea falla de desincronización vía TPOP,17/04/2026,2:35:00,17/04/2026,2:35:00,,0:00:00
1868d60b,ASÉPTICO,TURNO 3,LINEA 2,SAP,,EUSTORGIO,FINALIZADO,SUPERVISOR,"El equipo no arranca, el TPOP no muestra ninguna alarma, se apaga y se enciende nuevamente.",17/04/2026,3:38:00,17/04/2026,3:52:00,,0:14:00
f424e606,ASÉPTICO,TURNO 3,LINEA 3,TAVIL,,EUSTORGIO,FINALIZADO,SUPERVISOR,Se ordenan de manera manual las últimas camadas debido a que estaban desalineadas.,17/04/2026,3:20:00,17/04/2026,3:45:00,,0:25:00
d233eaa5,ASÉPTICO,TURNO 3,LINEA 3,A3CFLEX,,EUSTORGIO,FINALIZADO,SUPERVISOR,Se retiran envases atorados en la salida,17/04/2026,5:08:00,17/04/2026,5:08:00,,0:00:00
442ba289,ASÉPTICO,TURNO 3,LINEA 3,A3CFLEX,,EUSTORGIO,FINALIZADO,SUPERVISOR,Corrección de diseño,17/04/2026,5:20:00,17/04/2026,5:20:00,,0:00:00
28581300,ASÉPTICO,TURNO 3,LINEA 3,TAVIL,,EUSTORGIO,FINALIZADO,SUPERVISOR,Se arreglan de manera manual cajas que estaban desalineadas,17/04/2026,6:20:00,17/04/2026,6:30:00,,0:10:00
a248858b,ASÉPTICO,TURNO 2,LINEA 1,TAVIL,,EUSTORGIO,FINALIZADO,SUPERVISOR,"Después del corte de servicio eléctrico externo se arranca el robot pero a partir de la tercera camada pierde referencia, por lo que se finaliza la paleta y se arranca una nueva.",20/04/2026,21:10:00,,21:25:00,,0:15:00
0f3bed9e,ASÉPTICO,TURNO 2,LINEA 1,CBP32,,EUSTORGIO,FINALIZADO,SUPERVISOR,"Caja atascada en la salida de la CP, se retira y se le da continuidad a la operación.",20/04/2026,21:39:00,20/04/2026,21:49:00,,0:10:00
dc963670,ASÉPTICO,TURNO 2,LINEA 3,A3CFLEX,,EUSTORGIO,FINALIZADO,SUPERVISOR,"El TPOP de la A3CF de L3 muestra alarma de "" fallo del medidor de concentrador de peróxido ""  lo que provoca caída de el programa de esterilización. Se realizan las siguientes actividades:
- se intercambia el medidor de concentrador  de peróxido por el de línea 2  y la alarma continúa.
- se descarta la tarjeta de salida de rele intercambiando la por la de línea 2 y la alarma continúa 
- se cambia tarjeta de entrada analógica por el de la llenadora de línea 2 , pero la máquina  arrojo alarma de presión de aceite hidráulico , es probable que la tarjeta necesite configuración 
- se monta tarjeta analógica nueva , pero la alarma aún continúa, mostrando valores de concentración muy por encima del rango. Es probable que la tarjeta necesite igualmente configuración.",20/04/2026,15:00:00,20/04/2026,22:30:00,,7:30:00
7650ed1a,ASÉPTICO,TURNO 2,LINEA 1,FLEX,,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se rompe en dos lugares la manguera neumática de la bomba del tk de soda cáustica, se decide reemplazar completa (5 mts) para evitar nuevas fugas, queda operativo.",20/04/2026,17:08:00,20/04/2026,17:48:00,,0:40:00
516b1de2,ASÉPTICO,TURNO 3,LINEA 3,A3CFLEX,,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Concentración de peróxido fuera de rango.

Solución: Se procede a realizar diferentes pruebas, entre las cuales se destacan.

+Limpieza de refractómetro.
+Ajuste de cable de sensor de temperatura y limpieza con limpiador de contacto.
+Cambio de tarjeta T40K1100.
+Se regresan a su originalidad , refractómetro y tarjetas. 

La falla persiste, se observa que la concentración de peróxido se mantiene en 35% , pero en los pasos calentamiento, spray y secado la concentración comienza a variar. 

La falla es similar, en ambas llenadoras.  Se asume que el problema radica en la caída de la concentración en temperatura elevadas. 

Cómo plan de acción, se decide drenar el peróxido y colocar de un nuevo lote para evaluar.",20/04/2026,22:30:00,21/04/2026,7:00:00,,8:30:00
75c4d321,ASÉPTICO,TURNO 3,LINEA 2,A3CFLEX,,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Concentración de peróxido fuera de rango.

Actividades realizadas: Se procede a realizar diferentes pruebas, entre las cuales se destacan.

+Limpieza de refractómetro.
+Ajuste de cable de sensor de temperatura y limpieza con limpiador de contacto.
+Cambio de tarjeta T40K1100.
+Se regresan a su originalidad , refractómetro y tarjetas. 

La falla persiste, se observa que la concentración de peróxido se mantiene en 35% , pero en los pasos calentamiento, spray y secado la concentración comienza a variar. 

La falla es similar, en ambas llenadoras.  Se asume que el problema radica en la caída de la concentración en temperatura elevadas. 

Cómo plan de acción, se decide drenar el peróxido y colocar de un nuevo lote para evaluar.",21/04/2026,5:45:00,21/04/2026,7:00:00,,1:15:00
1079dc23,ASÉPTICO,TURNO 3,LINEA 1,CBP32,,RICARDO,FINALIZADO,SUPERVISOR,"Alarma de retroceso del agrupador bloqueado 

Causa: Se detectan  Rodamientos guías desajustados.

Solución: Se procede a ajustar rodamientos de tal manera que se distribuya el peso del agrupador de manera uniforme.",21/04/2026,6:30:00,21/04/2026,7:20:57,,0:50:57
6a7a8847,ASÉPTICO,TURNO 2,LINEA 3,TAVIL,,EUSTORGIO,FINALIZADO,SUPERVISOR,"Paleta dañada se queda atorada en el carro de palets llenos, se saca de manera manual",21/04/2026,15:01:00,21/04/2026,15:11:00,,0:10:00
394de8eb,ASÉPTICO,TURNO 2,LINEA 3,A3CFLEX,,EUSTORGIO,FINALIZADO,SUPERVISOR,Corrección de diseño,21/04/2026,16:44:00,21/04/2026,16:44:00,,0:00:00
c0553cdc,ASÉPTICO,TURNO 2,LINEA 1,HELIX,,EUSTORGIO,FINALIZADO,SUPERVISOR,Se colocan 4 eslabones faltantes (Se colocan eslabones usados),21/04/2026,17:22:00,21/04/2026,17:40:00,,0:18:00
72fe9f4f,ASÉPTICO,TURNO 2,LINEA 1,A3FLEX,,EUSTORGIO,FINALIZADO,SUPERVISOR,Corrección de diseño,21/04/2026,18:04:00,21/04/2026,18:04:00,,0:00:00
5d1561f0,ASÉPTICO,TURNO 2,LINEA 3,TAVIL,,EUSTORGIO,FINALIZADO,SUPERVISOR,"Los tacos de las paletas son más delgados de lo habitual y el sensor eventualmente deja de leerlos, lo que provoca que el brazo se detenga.",21/04/2026,19:08:00,21/04/2026,19:14:00,,0:06:00
,,,,,,,,,,,,,,,
dbc4238f,ASÉPTICO,TURNO 2,LINEA 3,A3CFLEX,,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se interviene el programa del PLC de la A3CF de L2 . La intervención consiste en bajar el setpoint de concentración de peróxido de 30% a 20% debido a que el refractómetro instalado solo marca 27%. Se hala tubo y se sella, se deja equipo operativo subiendo temperatura, se informa al Supervisor de Producción.",21/04/2026,15:00:00,21/04/2026,21:40:00,,6:40:00
c38afaab,ASÉPTICO,TURNO 2,LINEA 3,A3CFLEX,,EUSTORGIO,FINALIZADO,SUPERVISOR,Corrección de diseño,21/04/2026,21:52:00,21/04/2026,21:52:00,,0:00:00
,,,,,,,,,,,,,,,
4d259e6e,ASÉPTICO,TURNO 2,LINEA 2,A3CFLEX,,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se retiran envases atascados, se limpia y se resetea falla.",22/04/2026,20:01:00,22/04/2026,20:08:00,,0:07:00
e583291b,ASÉPTICO,TURNO 2,LINEA 2,A3CFLEX,,EUSTORGIO,FINALIZADO,SUPERVISOR,Se retiran envases atascados y se lava transportador y barandas,22/04/2026,16:45:00,22/04/2026,16:45:00,,0:00:00
1f6127e7,ASÉPTICO,TURNO 2,LINEA 2,FW32,,EUSTORGIO,FINALIZADO,SUPERVISOR,Se sacan envases atorados en la salida,22/04/2026,21:20:00,22/04/2026,21:27:00,,0:07:00
1fd8338e,ASÉPTICO,TURNO 2,LINEA 3,CBP32,,EUSTORGIO,FINALIZADO,SUPERVISOR,Se intercambian electroválvulas Festo 5 pos entre la CP de L1 y la de L3 debido a que a ésta última se le dañó la de la sufride del agrupador,22/04/2026,16:39:00,22/04/2026,17:38:00,,0:59:00
d6a7eb93,ASÉPTICO,TURNO 2,LINEA 3,CAP,,EUSTORGIO,FINALIZADO,SUPERVISOR,Se sacan tapas atoradas del transportador,22/04/2026,18:00:00,22/04/2026,18:19:00,,0:19:00
f7c5c1f3,ASÉPTICO,TURNO 2,LINEA 3,TAVIL,,EUSTORGIO,FINALIZADO,SUPERVISOR,Se sacan de manera manual paletas dañadas atoradas en los transportadores,22/04/2026,19:20:00,22/04/2026,19:48:00,,0:28:00
7411fac7,ASÉPTICO,TURNO 2,LINEA 3,TAVIL,,EUSTORGIO,FINALIZADO,SUPERVISOR,Se reemplaza reflector de sensor de batería de L3 porque estaba dando falsa lectura,22/04/2026,20:05:00,22/04/2026,20:25:00,,0:20:00
da136f6e,ASÉPTICO,TURNO 2,LINEA 2,FW32,,EUSTORGIO,FINALIZADO,SUPERVISOR,Se ajusta posición de placa tope 01 porque los envases colisionan al salir del freno,22/04/2026,20:41:00,22/04/2026,20:51:00,,0:10:00
4749734e,ASÉPTICO,TURNO 3,LINEA 3,HELIX,,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Giro del envase.

Solución: Se realiza aclarado del Helix, por otro lado se posiciona barandas en la salida del Helix  con respecto a las dimensiones del envase.",23/04/2026,2:30:00,23/04/2026,2:36:00,,0:06:00
5b237a62,ASÉPTICO,TURNO 3,LINEA 3,A3CFLEX,,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Soldadura Transversal, fallo en articulaciones consecutivas.

Solución: La alarma indica 04 eventos de falla de soldadura transversal en la mordaza derecha. Se procede a retirar conector de cable coaxial y aplicar limpiador de contacto para eliminar la humedad existe . Se realiza el mismo procedimiento en la mordaza izquierda, entregado el equipo operativo.",23/04/2026,4:40:00,23/04/2026,4:49:00,,0:09:00
3190b1df,ASÉPTICO,TURNO 3,LINEA 2,FW32,,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Envases reventados en el brazo empujador.

Solución: Se procede ajustar tornillo de cilindro placa tope de lado derecho. Por otro lado, se aumenta por TPOP la velocidad del agrupador y para finalizar de aumenta la altura del estabilizador de la pestaña superior de agrupación.",23/04/2026,6:00:00,23/04/2026,6:50:00,,0:50:00
d52933f7,ASÉPTICO,TURNO 3,LINEA 2,HELIX,,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Caída de envases 

Solución: Se realiza ajuste de barandas en la entrada y la salida del Helix, por otro lado se lubrica  transportadores.",23/04/2026,5:20:00,23/04/2026,5:20:00,,0:00:00
6b71f7ad,ASÉPTICO,TURNO 3,LINEA 2,A3CFLEX,,RICARDO,FINALIZADO,SUPERVISOR,"Desincronización de la plegadora, por Atasco de envases. 

El operador realiza el  sincronizado.",23/04/2026,6:44:45,23/04/2026,6:50:00,,0:05:15
180f1799,ASÉPTICO,TURNO 3,LINEA 2,SAP,,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Equipo no responde , no avanza los envases para la aplicación del pitillo.

Solución: La falla consiste en la comunicación del sensor de entrada con el equipo, se procede a retirar envases, bajar paso de producción y subir nuevamente.",23/04/2026,2:00:00,23/04/2026,2:18:00,,0:18:00
3c59d557,ASÉPTICO,TURNO 2,LINEA 3,A3CFLEX,,EUSTORGIO,FINALIZADO,SUPERVISOR,Corrección de diseño,23/04/2026,16:55:00,23/04/2026,16:55:00,,0:00:00
93939896,ASÉPTICO,TURNO 2,LINEA 3,TAVIL,,EUSTORGIO,FINALIZADO,SUPERVISOR,"Paleta dañada se queda atorada en el carro de palets llenos, se saca de manera manual",23/04/2026,15:00:00,23/04/2026,15:05:00,,0:05:00
fb8d146c,ASÉPTICO,TURNO 2,LINEA 3,CAP,,EUSTORGIO,FINALIZADO,SUPERVISOR,Se ajusta compensación por TPOP para mejorar centrado de tapa,23/04/2026,16:40:00,23/04/2026,16:48:00,,0:08:00
7d478695,ASÉPTICO,TURNO 2,LINEA 2,TAVIL,,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se quema filtro 480v del variador U27 del panel 01 del robot Tavil, se sustituye.",23/04/2026,21:09:00,23/04/2026,22:30:00,,1:21:00
77fc6764,ASÉPTICO,TURNO 2,LINEA 3,A3CFLEX,,EUSTORGIO,FINALIZADO,SUPERVISOR,"El TPOP muestra alarma de alta temperatura de pulverización en cámara aséptica, se revisa y no se encuentran anomalías, se resetea alarma y se sube programa normalmente",23/04/2026,20:17:00,23/04/2026,20:19:00,,0:02:00
905e42e0,ASÉPTICO,TURNO 2,LINEA 3,TAVIL,,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se quema filtro 480v del variador U27 del panel 01 del robot Tavil, se sustituye.",23/04/2026,20:55:00,23/04/2026,22:30:00,,1:35:00
3e497c74,ASÉPTICO,TURNO 3,LINEA 3,A3CFLEX,,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Caída en levantamiento de programa,  sistema de pulverización, falla de vaciado lento.

Solución: Durante la subida de programa se cae en el sistema de pulverización vaciado lento, se procede a limpiar electrodos y copa, se encontró peróxido en la copa, se ajusta tornilleria y se inicia levantamiento de programa, para comenzar producción .",24/04/2026,2:05:07,24/04/2026,2:49:00,,0:43:53
8acf96fe,ASÉPTICO,TURNO 3,LINEA 2,A3CFLEX,,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Atasco de envases en el transportador de salida.

Solución: La falla consiste en giro del envase en las curvas del transportador, se procede ajustar posicionamiento de las guías, por otro lado se ajusta el volumen del envase y formación del envase mediante la compensación de formación.",24/04/2026,5:00:00,24/04/2026,5:34:00,,0:34:00
70ecaf12,ASÉPTICO,TURNO 3,LINEA 2,A3CFLEX,,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Atasco de envases en el transportador de salida.

Solución: La falla consiste en giro del envase en las curvas del transportador, se procede ajustar posicionamiento de las guías, por otro lado se ajusta el volumen del envase y formación del envase mediante la compensación de formación.",24/04/2026,5:37:00,24/04/2026,5:45:00,,0:08:00
38faed1a,ASÉPTICO,TURNO 2,LINEA 3,TAVIL,,EUSTORGIO,FINALIZADO,SUPERVISOR,Se sustituye filtro quemado (Variador U73 del panel del robot Tavil 01),24/04/2026,15:30:00,24/04/2026,15:58:00,,0:28:00
975fbcfc,VACÍO,TURNO 1,LINEA 3,TAPADORA WHITECAP,TAP-CORR-01 /CORREA DE CARGA VERTICAL,YOLIANNY,FINALIZADO,SUPERVISOR,"Mal tapado, se ajusta altura de correa de carga vertical.",27/04/2026,10:35:56,27/04/2026,11:00:00,,0:24:04
054f1bb8,VACÍO,TURNO 1,LINEA 3,TANQUE COCCION,TAN-BOM-02 /BOMBA POSITIVA,YOLIANNY,FINALIZADO,SUPERVISOR,"Incremento del tiempo de Traslado de producto a tanque de 6000, queda pendiente inspección de valvula de descarga (que no esté obstruida o no accione internamente de forma correcta), la cual no se realiza debido a producto en el tanque.",27/04/2026,13:10:35,27/04/2026,16:14:00,,3:03:25
0e30de0f,ASÉPTICO,TURNO 2,LINEA 1,TAVIL,TAV-PAL-10 /TRANSPORTADOR DE PALETAS,RICARDO,FINALIZADO,SUPERVISOR,Atasco de paletas por malas condiciones.,27/04/2026,21:21:00,27/04/2026,21:28:00,,0:07:00
c6cd3dca,ASÉPTICO,TURNO 2,LINEA 1,CBP32,CBP-AGR-03 /AGRUPADOR,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Envases caídos en la entrada.
​Causa: La electroválvula de la sufridera está dañada, lo cual generó una contrapresión. Esto provocó el retroceso de la sufridera del agrupador, causando que los envases cayeran hacia adelante.

​Solución: Se intercambiaron electroválvulas del mismo tipo y se deshabilitó la que estaba dañada; además, se redujo la velocidad de la primera agrupación.

​Observación: Posteriormente, se realizaron pruebas cambiando la bobina de dicha electroválvula (T40k0230), obteniendo resultados satisfactorios. Cabe destacar que no hay stock de este tipo de válvulas en planta.",27/04/2026,21:00:00,27/04/2026,21:27:00,,0:27:00
64cc05c3,ASÉPTICO,TURNO 2,LINEA 3,CBP32,CBP-AGR-03 /AGRUPADOR,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Bloqueo del riel guía.
​Causa: Válvula check dañada.

​Solución: Se instaló una válvula proveniente de la CBP32 (que se encuentra fuera de servicio), debido a que no hay existencias en el stock del almacén. 

La máquina queda operativa.",27/04/2026,17:40:00,27/04/2026,17:52:00,,0:12:00
857b3814,ASÉPTICO,TURNO 2,LINEA 3,HELIX,HEL-TRA-10TRANSPORTADOES,RICARDO,FINALIZADO,SUPERVISOR,"Fallo en los Transoortadores.

Line Control

Falla: Bloqueo intermitente en el sistema de transporte.

Solución: Optimización y sincronización de los parámetros de velocidad.

Nota : Adicionalmente se lubrica transportadores.",27/04/2026,18:20:00,27/04/2026,18:50:00,,0:30:00
1b8957f9,VACÍO,TURNO 2,LINEA 3,TANQUE COCCION,TAN-BOM-02 /BOMBA POSITIVA,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Retraso en el traspaso del producto cocinado del tanque de cocción al tanque 6000 mil.

Solución: Se procede a verificar el recorrido del producto, desde el tanque de cocción hasta el tanque 6000 . Se realiza inspección a válvula manual de compuerta, estándo operativo, por su parte se inspeccionan válvula Triway, filtro inmantado  y válvula de accionamiento neumático, encontrás en perfectas condiciones.

Para finalizar, se realiza inspección de bomba de desplazamiento positivo del tanque de cocción , realizando las siguientes actividades:

+Se añade 1/2 litro de aceite 220.
+Se cambia racor de lubricación de agua , 1/8x 10 mm.
+ Se sustituye 1/2 metro de manguera 10 mm.
+ Se cambia Goma de acople estrella T100.
+ Se lubrica con grasa aliemencia , componentes de la bomba.

Requiere seguir monitoreando el equipo, ya que al girar manualmente la bomba se escucha rose interno de los componentes.",27/04/2026,18:00:00,27/04/2026,19:30:00,,1:30:00
b9e8cd10,VACÍO,TURNO 3,LINEA 3,ETIQUETADORA,ETIQ-TUL-03 /TULIPAS,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Caída de tulipán N 22.

Solución: Se observa tolencia excesiva entre la tulipa y los rodamientos, se procede a colocar arandela plana para eliminar la tolerancia existen, por otro lado se ubica tornillo faltante y se ajusta tulipa.

Cabe resaltar, que se realiza limpieza en el plato N17 , espesificamente en la  polea  inferior de trancción ya que está no giraba y por ende salian  los envase sin etiquetas.",27/04/2026,20:00:00,27/04/2026,20:32:00,,0:32:00
62ca91bb,VACÍO,TURNO 2,LINEA 3,DESPALETIZADOR COLADOS,DESP-ELE-07 /CARRO DE ELEVACION,RICARDO,FINALIZADO,SUPERVISOR,"Falla: Se presenta falla en almacén del despaletizador, Alarma de bloqueo de sensor izquierdo.

Se revisa condiciones de sensores, pero no sé determina la falla. Se dejan  las novedades al grupo entrante.",27/04/2026,21:50:00,27/04/2026,22:30:00,,0:40:00
ccd33c18,ASÉPTICO,TURNO 3,LINEA 1,TAVIL,TAV-LLE-03 /PALET LLENO,EUSTORGIO,FINALIZADO,SUPERVISOR,"Paleta dañada se queda atorada en el carro de palets llenos, se saca de manera manual",27/04/2026,22:30:00,27/04/2026,22:38:00,,0:08:00
acc3795b,ASÉPTICO,TURNO 3,LINEA 1,CBP32,CBP-EMP-05 /EMPUJADOR,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se ajusta posición del sensor del cilindro de la sufridera, se limpia empate de cables de señal del sensor para evitar falso contacto.",28/04/2026,1:46:00,28/04/2026,2:06:00,,0:20:00
1ae22d1b,ASÉPTICO,TURNO 3,LINEA 1,CBP32,CBP-NOR-11 /UNIDAD NORDSON,EUSTORGIO,FINALIZADO,SUPERVISOR,Se ajusta presión de la prensa,28/04/2026,2:33:00,28/04/2026,2:46:00,,0:13:00
883a65b5,ASÉPTICO,TURNO 3,LINEA 3,A3CFLEX,A3CF-TRA-13 /SISTEMA TRACCION,EUSTORGIO,FINALIZADO,SUPERVISOR,Corrección de diseño,28/04/2026,1:08:00,28/04/2026,1:08:00,,0:00:00
1c2a01ab,ASÉPTICO,TURNO 3,LINEA 3,TAVIL,TAV-LLE-03 /PALET LLENO,EUSTORGIO,FINALIZADO,SUPERVISOR,"Paleta dañada se queda atorada en el carro de palets llenos, se saca de manera manual",28/04/2026,4:21:00,28/04/2026,4:29:00,,0:08:00
8c076d1b,ASÉPTICO,TURNO 3,LINEA 1,A3FLEX,A3F-AIR-05 /SISTEMA AIRE ESTERIL,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se presenta falla de HI, se resetea alarma.",28/04/2026,6:55:02,28/04/2026,7:00:58,,0:05:56
40371297,VACÍO,TURNO 3,LINEA 3,ROBOT MOTOMAN,ROB-GAR-03 /GARRA,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se desarma guia derecha de la garra y se extrae tornillo partido, se reemplaza, se endereza lámina de soporte porque estaba colisionando con uno de los cilindros, se endereza guia del empujador",28/04/2026,1:00:34,28/04/2026,2:13:09,,1:12:35
af9ec0e8,VACÍO,TURNO 3,LINEA 3,ETIQUETADORA,ETIQ-TUL-03 /TULIPAS,EUSTORGIO,FINALIZADO,SUPERVISOR,"Se parte tulipa 09, no se encuentra la causa de la ruptura, probablemente fatiga, se sustituye",28/04/2026,2:44:54,28/04/2026,3:00:20,,0:15:26
c65acf76,VACÍO,TURNO 3,LINEA 3,ETIQUETADORA,ETIQ-TOR-01 /TORNILLO SIN FIN,EUSTORGIO,FINALIZADO,SUPERVISOR,Se sincroniza sinfin de entrada,27/04/2026,22:45:38,27/04/2026,23:00:50,,0:15:12
074bf314,VACÍO,TURNO 3,LINEA 3,TECMI,TEC-CAD-03 /CADENA DE CARTON,EUSTORGIO,FINALIZADO,SUPERVISOR,Se atrasa cadena de cartones para mejorar sincronización,28/04/2026,4:13:45,28/04/2026,4:18:50,,0:05:05
84917b9b,VACÍO,TURNO 3,LINEA 3,LLENADORA ELMAR,LLE-SIN-03 /TORNILLO SINFIN,EUSTORGIO,FINALIZADO,SUPERVISOR,Se sincroniza varias veces sinfin de entrada,28/04/2026,5:30:55,28/04/2026,6:41:12,,1:10:17
1529d0dd,VACÍO,TURNO 1,LINEA 3,LLENADORA ELMAR,LLE-EST-04 /ESTRELLA ENTRADA,YOLIANNY,FINALIZADO,SUPERVISOR,"Desincronización de estrella de entrada, se realiza sincronización respecto a sin fin y ajuste de posición de guías de envases.",28/04/2026,7:00:33,28/04/2026,7:50:00,N/A,0:49:27
68f9d0c2,VACÍO,TURNO 1,LINEA 3,DESPALETIZADOR COLADOS,DES-MES-05 /CARRO BARREDOR DE CAMADA,YOLIANNY,FINALIZADO,SUPERVISOR,Falla de detección de posición de barra empujadora debido a falsa lectura de sensor inductivo. Se realizan movimientos manualmente para llevar a sitio barra empujadora y ajustar placa de sensor.,28/04/2026,12:25:16,28/04/2026,12:45:00,,0:19:44
066a5c7c,VACÍO,TURNO 1,LINEA 3,DESPALETIZADOR COLADOS,DESP-ELE-07 /CARRO DE ELEVACION,YOLIANNY,FINALIZADO,SUPERVISOR,Carro de elevación no acciona (no baja a buscar la camada) debido a sensor detector de camada desenfocado. Se enfoca nuevamente permitiendo dar continuidad a la producción,28/04/2026,12:50:00,28/04/2026,12:55:00,,0:05:00
